,F1
3042,-1364348.7180197493
3043,135345.66493615694
3044,1314657.0826027195
3045,-594790.43953667
3046,30290.106647092758
3047,92983.70505291944
3048,491437.2202909707
3049,-296931.419201342
3050,-862021.1329996926
3051,-1835876.2402055492
3052,-614623.1722731513
3053,1011335.619071405
3054,4957.947410219784
3055,1202056.3607686567
3056,-577918.8229162443
3057,-1429038.399387681
3058,-442473.68684143067
3059,-434083.5105547177
3060,-248464.59835644343
3061,613610.7853947252
3062,-181005.4046305758
3063,-121420.90101972586
3064,-339956.04176672857
3065,276950.21869838465
3066,561629.2018500614
3067,735886.7191310358
3068,96950.5078665905
3069,742631.6698101811
3070,543421.1029027245
3071,-112490.78726221742
3072,-1166.4107513965141
3073,-383550.7802670722
3074,-73451.07160069821
3075,448628.57076426246
3076,-465051.8664196026
3077,-557156.774281815
3078,-262904.3925438494
3079,718544.4380807473
3080,255635.64850656784
3081,-369454.0321591561
3082,-90412.33497046365
3083,183168.20004401475
3084,-334591.14252943476
3085,-55842.04399655742
3086,-760424.282339904
3087,219350.64260862092
3088,-146299.75887649553
3089,757227.337709958
3090,2779773.7108975467
3091,838031.9398041851
3092,489031.0066337032
3093,-403426.5418638714
3094,249173.83458248942
3095,-11793.437533545535
3096,521141.5405015779
3097,33067.63736294688
3098,670993.1731641347
3099,1651499.0467721112
3100,1001892.5750250485
3101,-266439.74118956004
3102,-854921.3006663326
3103,230975.26577056487
3104,392401.6255993776
3105,-216156.4537495493
3106,1414649.8722013817
3107,2087748.5967439509
3108,-800356.0402939158
3109,-563615.1823902621
3110,214061.026843717
3111,1019682.6789158379
3112,1050321.2829264335
3113,-653830.417403956
3114,-519867.7654794246
3115,-302084.6083456843
3116,1458071.7381522504
3117,-13488.231295967273
3118,-920193.0178672951
3119,768832.7379467845
3120,38162.101388932635
3121,105557.27065836299
3122,1210283.1925280166
3123,-870584.0453568607
3124,415294.11919794005
3125,430704.42682314734
3126,181486.519712411
3127,68141.5033884589
3128,-3003.974750442017
3129,2183266.687769751
3130,1336226.2762765617
3131,-650419.6057145285
3132,229512.56116582695
3133,-153530.79893870925
3134,-536518.3703817711
3135,109608.30781660743
3136,-1012386.2456995833
3137,382554.1078838091
3138,-1049309.368085577
3139,1135873.6718201116
3140,82998.18854643469
3141,-612481.0239863561
3142,-266911.08544276934
3143,-1207821.606468758
3144,-932641.7477176327
3145,92297.83718298399
3146,597746.1537596551
3147,462652.08059877926
3148,-1152479.453289177
3149,45682.40109711097
3150,96340.72082752739
3151,785647.8336561285
3152,13954.449528292193
3153,26317.96525209462
3154,-500043.65128201625
3155,936648.2333027328
3156,-132686.6186720142
3157,964512.9711329346
3158,2618158.9993718695
3159,833648.4132671771
3160,100930.51570683319
3161,529014.2177356546
3162,19378.08930016821
3163,114688.022886584
3164,-1003574.9179388322
3165,411320.3918505964
3166,-1774431.9003135983
3167,-466494.69853142573
3168,577137.7729083805
3169,127419.53431501235
3170,-1708034.1140425943
3171,-666503.48408218
3172,-192202.66064383823
3173,-632165.4097901044
3174,533042.5470558156
3175,779591.6020838631
3176,-87965.99965078052
3177,-139318.4607106586
3178,-487267.55701677216
3179,419167.6951899142
3180,-877503.9664908564
3181,587298.4006228857
3182,51297.752270299774
3183,-427215.77173083206
3184,492883.9215256518
3185,532753.7141241503
3186,-231814.20478938267
3187,-410610.83554351423
3188,576831.1709670551
3189,-1427295.2485593262
3190,232515.13906108073
3191,-1326453.1927068387
3192,105433.18291283434
3193,5403.047956410316
3194,-42098.39875814886
3195,908696.3457415508
3196,12770.47888746494
3197,-596605.428253246
3198,15519.453479189926
3199,85312.51777225162
3200,772173.3851862706
3201,283051.5293589225
3202,888302.4100932727
3203,63727.93942262637
3204,381732.9230038719
3205,-33178.244542603046
3206,-521130.43910925015
3207,111816.02724346987
3208,-221770.889579367
3209,736468.6695767625
3210,991386.2588703744
3211,454632.93379035295
3212,-8231.708232286419
3213,141327.6789959291
3214,-372598.9717564734
3215,-293396.01348700863
3216,-10075.942266912476
3217,254171.54752234096
3218,307302.5620693316
3219,1697381.6061919201
3220,1228124.1064533151
3221,272314.6401998834
3222,-134040.3273185021
3223,-192976.73271069195
3224,-141096.5900917878
3225,260099.93799263283
3226,-184458.42811771703
3227,-327423.3792752449
3228,-257743.10618416354
3229,543419.0676653627
3230,-212496.94139189
3231,288127.35650674003
3232,-193769.5237377213
3233,-184957.85954207642
3234,158020.48957021875
3235,515459.12493963144
3236,-724451.6265428885
3237,-206222.1324619442
3238,414997.9824007669
3239,156412.9762120819
3240,784780.7619070046
3241,1324441.9868401259
3242,1028564.4781700637
3243,1147822.8897276532
3244,-85739.6818089109
3245,432540.1430612307
3246,223153.57352806066
3247,313472.606973791
3248,-1197260.1852840832
3249,744766.5957808668
3250,221420.76895637094
3251,561158.3177629007
3252,741415.7981035915
3253,539366.0493343119
3254,-318103.3613033482
3255,122501.58949180854
3256,-193608.77443257792
3257,648375.0328851895
3258,-1376163.5255766371
3259,139134.27367444683
3260,-453291.55195503024
3261,-795964.3116973119
3262,-247006.78819168554
3263,-53551.193299306906
3264,30854.24929762115
3265,497549.3493057618
3266,207054.01585519602
3267,-297536.8469129946
3268,375902.4745028331
3269,207816.7253943587
3270,886173.2829679756
3271,-3113120.5249765585
3272,243351.19783612317
3273,320899.51556691027
3274,291819.8711265664
3275,-173251.06941284207
3276,-181403.46067877574
3277,390182.5051741583
3278,522256.2091184925
3279,751820.1221296759
3280,-377850.39440131636
3281,547607.0750154471
3282,-190787.54923071427
3283,-885614.388394721
3284,1238609.916436276
3285,-518718.57494500896
3286,57868.50123789599
3287,591582.9001836564
3288,1328063.7754155984
3289,425864.18472515524
3290,37379.681158949774
3291,563085.7118974992
3292,-128702.00124406292
3293,-1406319.7541598857
3294,-189456.00688357028
3295,663163.5377513848
3296,832893.4411343535
3297,-540884.1771292726
3298,-294660.21445964824
3299,-379945.1757263502
3300,-67367.00557655907
3301,202323.13023848165
3302,-451139.0811953404
3303,-52439.41416315705
3304,-487434.811016614
3305,-979679.1857337618
3306,766822.9663200094
3307,126535.52375388968
3308,-258582.3226197845
3309,-88430.5871874376
3310,-10073.023677527175
3311,574038.101551874
3312,764756.3071075438
3313,207855.7564440057
3314,-234888.21894219148
3315,-437343.8539006433
3316,61423.0383168888
3317,-80769.8806645646
3318,74794.360911075
3319,304013.13014942093
3320,28345.16615604739
3321,174957.01227792958
3322,-498468.7645443015
3323,-657374.508733014
3324,742023.389328827
3325,268822.5591043468
3326,113068.45789920693
3327,89049.09665089542
3328,-303461.7479412495
3329,-638014.7706411497
3330,-486154.22792169836
3331,-427287.1619294574
3332,-1533901.1030276713
3333,298259.94799184403
3334,288083.55966853554
3335,-575667.9834891517
3336,-742851.5183181086
3337,-600667.6601772351
3338,-185247.9033770394
3339,-1380601.9125256059
3340,526610.3590089241
3341,-796991.2904270047
3342,-7032.813619531574
3343,332655.03974256176
3344,213105.00297355777
3345,-1143915.8537944164
3346,595809.813029146
3347,940675.6293032196
3348,6617.046306028489
3349,315361.45454792894
3350,-194585.38794832415
3351,41342.85900743098
3352,-916674.6503502376
3353,-447123.8085313197
3354,-883146.7285231148
3355,809475.6837319932
3356,-1573657.8070126506
3357,153758.08148282053
3358,1015077.7101942893
3359,468556.39109036897
3360,312351.2676125917
3361,100276.83050276835
3362,-265532.28867199365
3363,60300.46283821699
3364,-879182.7511696813
3365,415145.75365197763
3366,-295885.8584303881
3367,-279947.63702101255
3368,741680.3610886673
3369,1157052.8641714002
3370,666628.1381378149
3371,-203991.7073279935
3372,-62952.46255938203
3373,-369850.8875231775
3374,-448398.48730687145
3375,30247.39824972638
3376,176831.05003197497
3377,232166.79931882158
3378,299310.6565063888
3379,-357365.9148726475
3380,706353.4824428201
3381,-705622.8508422832
3382,-601647.109968325
3383,82986.5245153802
3384,-542176.8780265786
3385,282612.5785965075
3386,260858.24061642893
3387,-207143.91623145848
3388,64200.170753111495
3389,-227849.81158135092
3390,-479286.15929861384
3391,524900.8770488666
3392,-138416.00364377166
3393,-353249.5815115618
3394,307110.2409462477
3395,173047.6990505671
3396,441223.1248426761
3397,-1530296.7116728944
3398,177412.08537380828
3399,-143337.03006183574
3400,267010.74755694857
3401,232829.01512698515
3402,166773.5115918901
3403,60257.53200414059
3404,195556.72831049605
3405,-92817.11596741292
3406,-322982.0473915757
3407,-560616.9867569457
3408,235113.37861168123
3409,267448.02478398266
3410,-51161.013328919325
3411,133250.72125927368
3412,59920.18279719615
3413,129682.64613713423
3414,94525.60904748066
3415,100332.80099922071
3416,-172627.7262163726
3417,463410.8189685091
3418,145580.46926010345
3419,39993.32979085566
3420,2647.7853869838827
3421,-202316.59782753835
3422,44547.9851580726
3423,-210507.35175640322
3424,-29676.47355775917
3425,815589.4663836069
3426,-345694.98077974457
3427,-110871.1738295303
3428,-357338.2530567714
3429,201849.8412073019
3430,471983.7871486838
3431,1372557.841546395
3432,-1056480.7578543376
3433,-45030.22964903838
3434,86862.55330086107
3435,-205246.9833771568
3436,-100877.48618891883
3437,-451914.415913139
3438,-587572.8403836434
3439,-321691.17735279026
3440,197875.8945458263
3441,32515.015604633816
3442,-187796.00781068328
3443,-512922.4621665299
3444,-637458.335609059
3445,-621603.3656725996
3446,-525387.8537561496
3447,32425.596169457596
3448,-119745.95739219687
3449,336826.95940094406
3450,94443.72423743774
3451,120030.55926255776
3452,51094.533415323014
3453,-10070.331635735236
3454,5174.007431330423
3455,14860.876750220616
3456,-57315.621493076185
3457,-1457510.545143653
3458,712009.5450520226
3459,677103.0078347897
3460,95803.74912984886
3461,inf
3462,-453485.8531710419
3463,-219795.6506783525
3464,-1325300.2266613266
3465,288399.07731258473
3466,-49452.51660409971
3467,798189.8181497823
3468,-15776.715316746207
3469,-37630.980613800064
3470,-639019.6665166117
3471,-1168323.2354255784
3472,331560.10638863186
3473,-272424.7866423016
3474,-16570.994166177887
3475,243716.63038833535
3476,-1440008.03418451
3477,4919.94373151063
3478,549250.3868187085
3479,-1251631.244107619
3480,167708.91626506363
3481,-762966.934094379
3482,76291.83691328726
3483,405155.00417360105
3484,-666524.9629051677
3485,1460838.3126879092
3486,311215.75544365164
3487,216830.31396079855
3488,-201148.26989750855
3489,1538565.875125709
3490,274291.41680830956
3491,-545091.4261735319
3492,172874.06693823592
3493,61618.75885386084
3494,-396354.54151548527
3495,-276321.8850279163
3496,248011.50977292398
3497,371068.9261183741
3498,314608.06292404776
3499,-167192.24284814898
3500,169312.3207904543
3501,-9394.621481739658
3502,-125827.30093547
3503,-344789.04873600503
3504,-57924.00481033179
3505,-124444.43366716328
3506,-146363.94047476104
3507,-249651.08476320657
3508,-23741.229627194167
3509,486203.9483756348
3510,-1805887.7914638384
3511,162043.5834028701
3512,-510449.7356872392
3513,391478.2173673934
3514,-136671.11457617622
3515,inf
3516,-412391.5112510784
3517,-163542.34768775423
3518,236395.90720748002
3519,-40383.21761001488
3520,178125.39784115678
3521,inf
3522,28828.1553887489
3523,-63704.37477909254
3524,-487850.11120476684
3525,525964.1106319962
3526,288700.23329120234
3527,106280.05420846137
3528,-261099.15701606564
3529,-355794.4971032798
3530,-822628.3353650777
3531,-119868.6522135311
3532,-648134.3655909725
3533,-490705.3211124752
3534,-519686.4593867109
3535,-317878.35484446504
3536,1101879.015742754
3537,78648.6384188677
3538,179211.55821477796
3539,876596.2123146702
3540,-267015.09467942145
3541,-206877.67538674254
3542,-300414.60185671475
3543,-36382.94198123143
3544,-710356.8843075192
3545,-124763.40576341885
3546,-506846.2619938963
3547,-443543.6705878534
3548,892037.593175573
3549,-989645.8327798706
3550,-321132.7008392646
3551,128888.3347326581
3552,225725.2047435446
3553,239860.6886973629
3554,279014.84628423944
3555,-224102.57340739912
3556,304510.60055318597
3557,237561.90613013107
3558,-881157.6099622354
3559,278113.5518923741
3560,237758.30552513342
3561,53922.63019838579
3562,-203825.4510516628
3563,56338.93007341206
3564,261758.56948608454
3565,52833.52618389197
3566,161689.22196142492
3567,430018.61133149645
3568,-344424.041408957
3569,-57633.96489912661
3570,-204323.29181023277
3571,-95236.92023098703
3572,1612607.1529076968
3573,518862.1594003355
3574,259269.60521782478
3575,-254323.94449055637
3576,-33963.26520003261
3577,22955.771577875003
3578,-638531.4092011933
3579,55785.55647002357
3580,147675.70189759912
3581,2734705.375646757
3582,-539737.223970803
3583,-92879.97150004414
3584,-65691.14525775418
3585,-644175.703755607
3586,-1005838.5924939989
3587,-661003.1265481004
3588,282185.2485665327
3589,408905.527985771
3590,-231299.10534512767
3591,-161512.7588868808
3592,37919.9368008504
3593,274133.3833988893
3594,-782794.2418438653
3595,98311.34692501582
3596,-618220.9593663975
3597,-272585.519814456
3598,-46205.39446093108
3599,147137.45691040653
3600,336625.0519322736
3601,132859.94691389418
3602,212152.71330672537
3603,-564530.9982416193
3604,-251574.1553887861
3605,-79822.68933579412
3606,-637109.5627953097
3607,32206.617272110012
3608,-1504881.0886682144
3609,-150316.0739092049
3610,-48722.11698940818
3611,45626.438301341026
3612,289888.24340684444
3613,52369.22782789613
3614,-453123.4335155167
3615,398427.5427237626
3616,-43337.87633785191
3617,-490859.07820001076
3618,67196.60528612284
3619,-377397.4916867299
3620,-60353.52282545227
3621,-1152437.8158076438
3622,-575782.8585587444
3623,-445478.97473831277
3624,-148818.22010450475
3625,91018.29559904535
3626,169179.6706952331
3627,62533.679235151234
3628,-899147.191334768
3629,-416655.0598223058
3630,617119.3696941512
3631,34900.11883537495
3632,214880.46315081444
3633,-622419.0313443242
3634,681640.6401267695
3635,755430.0376410218
3636,-347278.2693781419
3637,67750.38360619923
3638,219844.17296979425
3639,-143400.12716815376
3640,38961.44607758478
3641,-543546.7274108185
3642,-572758.726373574
3643,184596.12203301123
3644,-613418.8961106054
3645,324441.05715722457
3646,534007.6945810921
3647,641069.121523912
3648,1711934.0060425675
3649,23395.473644267637
3650,529614.8131625698
3651,-199451.9680546701
3652,-54205.50637295365
3653,621297.7850325454
3654,414872.7221658447
3655,321936.68878397736
3656,-248653.06910032406
3657,213190.81731964162
3658,675130.294772041
3659,576483.8660444643
3660,220775.20479145585
3661,-155324.93478190343
3662,-370832.7186546823
3663,-480388.0526874526
3664,-287180.1141311136
3665,-178541.59946827067
3666,897858.1849072695
3667,234858.33616012865
3668,-232731.7826600117
3669,-325617.1800543398
3670,-400936.0854404789
3671,114798.84368902634
3672,848910.8815918708
3673,-434441.91670739
3674,459145.5828899809
3675,154221.77827732306
3676,512470.48775787465
3677,-899657.4698448726
3678,3808.811752219108
3679,-5421.482311929852
3680,347683.36329379235
3681,-309369.5303711451
3682,478629.7699178547
3683,1471084.700133899
3684,-388748.97529283416
3685,138500.98719779347
3686,-371679.37116216216
3687,257760.2128159374
3688,-580935.9968595788
3689,-259528.0878137979
3690,-389487.550832455
3691,544194.2492572914
3692,193582.1486274766
3693,1379487.9420050345
3694,293057.6602452086
3695,-709958.2866620894
3696,611142.2872447618
3697,-163917.7967325859
3698,-213218.95987707947
3699,-341395.68846666487
3700,-633298.8955971489
3701,62627.20279488563
3702,50255.9734963677
3703,121659.3711220744
3704,134811.29639126585
3705,452101.80946305866
3706,276399.05340633966
3707,-892443.5432132393
3708,-1220999.4432589344
3709,-95055.7295369382
3710,-37976.08024293024
3711,294528.49484935595
3712,505847.77968677774
3713,430185.00477458054
3714,1121149.7034924666
3715,657567.8589763846
3716,-259018.78175545638
3717,417679.3437654285
3718,-219815.41685378682
3719,296866.9372741966
3720,-111596.68719262235
3721,-122504.50683115279
3722,430623.77849780855
3723,-146098.9076521349
3724,-548964.1188113033
3725,458112.8143843565
3726,571632.4238107041
3727,562712.1024913997
3728,102096.53841089491
3729,330350.23212432174
3730,194053.26779823354
3731,-861101.7214843894
3732,988628.3835797447
3733,-16488.122967197916
3734,-554672.0581039839
3735,-831468.0992673894
3736,71028.42695035669
3737,230355.52852756917
3738,64364.32355841464
3739,399088.36923275306
3740,-792360.9937035127
3741,-682116.3856288246
3742,791432.8587369708
3743,44773.3294287559
3744,331559.3099077945
3745,-87690.12452266262
3746,211111.9703282673
3747,161890.51983421354
3748,-337135.71981438075
3749,-48594.189829695235
3750,-390678.9246421752
3751,-48784.97373869505
3752,-83559.21702393786
3753,-404495.85816234985
3754,-705531.7491907785
3755,286362.77009502467
3756,86460.99867786013
3757,601306.4653131322
3758,-161669.82107934172
3759,144216.07258698234
3760,-72629.6544655296
3761,409995.74293570296
3762,37679.90162331435
3763,876701.4601742536
3764,1362840.161408202
3765,1372495.7684339234
3766,-11085.600107426319
3767,499647.5617469079
3768,-26211.503552813687
3769,1096203.31296535
3770,588969.4523237633
3771,-423484.7511404175
3772,250364.0374387643
3773,124204.76825592494
3774,811479.755927662
3775,-62313.62518160973
3776,-268818.8280691289
3777,-870436.7779923151
3778,-75194.84734411907
3779,609645.0431449065
3780,68644.48092963
3781,632154.6380087873
3782,-269835.64419695927
3783,-290003.1885425919
3784,-2329970.6166790426
3785,-707628.1466725444
3786,189440.08108909652
3787,-813607.4844453345
3788,151428.05466570315
3789,-1593394.260947798
3790,-383221.84720960853
3791,588545.1119395439
3792,351281.0590386975
3793,132623.09473898806
3794,-269917.8917388103
3795,inf
3796,642116.8826181755
3797,376199.24543691595
3798,274026.26013749617
3799,626011.277939558
3800,741576.7229104545
3801,-65537.97774995294
3802,-421715.11893549125
3803,-217468.50577440287
3804,-1388539.9264789342
3805,302432.14056979376
3806,58520.01459233227
3807,-8574.678350228307
3808,402425.0445993032
3809,453097.62000758474
3810,700849.995051641
3811,-82825.96352949805
3812,-429915.48453979683
3813,697533.2344218324
3814,-55903.28368050899
3815,-511803.98245764157
3816,-295531.3029019647
3817,559091.6000418125
3818,-1066796.0286119203
3819,1201884.2926410283
3820,-74752.46603819799
3821,562308.1392327053
3822,-295026.5167491949
3823,678304.5557988131
3824,-1061777.257494698
3825,-323589.7854977067
3826,229601.2855688712
3827,166114.9060268593
3828,694609.4679309857
3829,-1411254.3728700054
3830,1385529.4488857358
3831,-363597.53395204036
3832,-487930.69224703836
3833,118598.85940015048
3834,-279748.6435710454
3835,363161.2013386979
3836,-1004072.4973580999
3837,-8064.631071059236
3838,9729.222783191908
3839,-36524.751806650085
3840,387233.2075648869
3841,193848.63025838838
3842,-78036.45448464972
3843,43322.15992567731
3844,9132.122036039871
3845,889581.7835434346
3846,-163839.49463378527
3847,-530034.6945343772
3848,-123479.43875821694
3849,435343.93757058925
3850,-61505.70842712215
3851,59797.45311703681
3852,166415.9407131677
3853,103872.88618092964
3854,-532812.1715638902
3855,59463.18847499238
3856,272863.07494385977
3857,-334257.32555712457
3858,706333.8259630308
3859,628648.8086300303
3860,29408.894134849066
3861,1006388.5221601982
3862,9445.156718166678
3863,78746.0319809394
3864,-369928.1636025182
3865,-28989.877460415028
3866,294948.08723559364
3867,-381460.67164427787
3868,-1754174.7310024837
3869,-211026.46507415062
3870,151433.35287506698
3871,-418339.22706134897
3872,-79249.99766359876
3873,36629.10995505932
3874,393411.8900243342
3875,439470.79050386645
3876,-74584.42584166268
3877,127304.08100470727
3878,480486.7849772373
3879,-28336.99478466743
3880,718834.7308981701
3881,421954.48294390435
3882,103186.88952070165
3883,628894.9707297329
3884,59268.78878807737
3885,93798.5949065397
3886,179335.72740137886
3887,-372425.631413281
3888,-179026.925648569
3889,-405533.16909279884
3890,118159.72700975406
3891,221992.38438749756
3892,1093852.7692099335
3893,19411.495163695792
3894,57429.66392636827
3895,-372776.1740108933
3896,342852.3472946051
3897,-113520.47457725188
3898,-305293.0021578887
3899,563029.8119525049
3900,-467873.7718255274
3901,-6708.484773903797
3902,486770.0268720101
3903,-108841.08409533104
3904,431323.165794984
3905,832898.7501820608
3906,-109665.96164535091
3907,43619.373009305134
3908,939505.866881183
3909,-41881.18519759139
3910,292197.88254228176
3911,344707.52077141963
3912,-309899.55534181406
3913,-478734.35930479714
3914,-202734.92256478567
3915,-389953.8715375877
3916,1213552.47958919
3917,192088.45910739002
3918,69755.09817029764
3919,570372.4326614392
3920,125579.32122245202
3921,-593506.0943127113
3922,-103473.61159118147
3923,-30170.588439598214
3924,-523344.0776593981
3925,-357463.2124663357
3926,416905.64016572526
3927,838806.942151864
3928,258364.2513912206
3929,-398262.45652949077
3930,-1216182.0317883368
3931,-1430483.7963938294
3932,-786557.7661077844
3933,247932.7458000831
3934,887359.3556311844
3935,244628.6912271272
3936,-568649.4360888842
3937,100526.38949014798
3938,1698941.3656613417
3939,-98592.82774576242
3940,-858150.0482830363
3941,187742.13368716792
3942,24214.923832562497
3943,-26360.05763280213
3944,-335942.2758609581
3945,456352.3025797613
3946,304716.76492284966
3947,257321.17479012304
3948,-219276.5652963047
3949,321411.32098842575
3950,23284.371517502663
3951,-857707.5216943325
3952,-76023.97419976603
3953,132713.67003591877
3954,686764.7796488665
3955,-149384.9512071508
3956,73935.66501693896
3957,-1521487.8324038382
3958,102266.48987157346
3959,-278020.4294519532
3960,-700218.8102453466
3961,-619536.6717777585
3962,291333.5205241963
3963,-18563.5914766441
3964,-210413.37830647672
3965,261154.61945265788
3966,434060.5487108616
3967,-395691.7546391411
3968,153321.77434158282
3969,657409.6157027914
3970,1380021.7704146642
3971,-383923.08599068795
3972,-375444.0797289221
3973,-225054.13278131164
3974,337218.87974753656
3975,53987.593067007314
3976,-246628.24263943083
3977,194334.2195662077
3978,623120.8948608885
3979,-414800.4864934108
3980,-191350.19719521113
3981,143330.03100288525
3982,-78389.09620914924
3983,245595.20545676228
3984,84544.91978620081
3985,-26793.409019197967
3986,-441963.5563542296
3987,-156890.7966936635
3988,-96170.63036125265
3989,125951.3365750286
3990,341198.9450261908
3991,56380.11244315153
3992,1344991.3277399305
3993,-23713.594197905746
3994,662277.0151041249
3995,319481.6892196872
3996,267798.8210587156
3997,-805988.3063127714
3998,32920.23945835675
3999,67957.3354739716
4000,221856.08764307585
4001,-78139.5818640676
4002,156738.97448629548
4003,67660.1508831768
4004,-720366.6275048457
4005,-207384.7673849736
4006,-79748.24116875876
4007,700466.5926991388
4008,-103342.3983776457
4009,402272.1669083489
4010,-5415.994107562752
4011,797423.0302699438
4012,-423350.70198519254
4013,-538372.2282680775
4014,379411.15593096265
4015,4576.8426652383805
4016,-366931.9435561314
4017,728537.2165880258
4018,2175553.9499371117
4019,-338536.5853244936
4020,853625.9848132198
4021,39056.92356724069
4022,87454.47650655227
4023,-152334.5654886586
4024,198338.44216544303
4025,-94228.73844996172
4026,51154.843242639006
4027,-16106.594958654705
4028,-1143751.9416743128
4029,511848.8469098296
4030,-559834.7063272913
4031,2290737.3918027002
4032,240523.74198590327
4033,823700.4454961627
4034,-193947.21252796144
4035,90234.5557528516
4036,-29240.628356618698
4037,-177144.8417634989
4038,-40900.04369508244
4039,-363639.48105451366
4040,516480.28771671344
4041,460317.9846751849
4042,-108551.2747319202
4043,391418.22701011616
4044,213118.91666869956
4045,494245.06697449245
4046,-271904.775623754
4047,-217888.78989531592
4048,-177598.86483353522
4049,-643308.9316823522
4050,332808.95289953693
4051,-137574.63951610902
4052,590106.126361301
4053,-41265.79277168845
4054,717905.8825863446
4055,-272621.82218910515
4056,34090.18291450543
4057,429448.12170541997
4058,-311317.2202345973
4059,304998.7351598468
4060,317040.5331112227
4061,409000.89857489086
4062,114123.95157958158
4063,155158.99556018642
4064,-314110.3528292664
4065,-903968.6352122702
4066,282424.7757031316
4067,-428850.1278253152
4068,44111.51309233252
4069,-183941.07983417355
4070,273829.5562958565
4071,413533.75591694325
4072,-92463.82988899367
4073,-372244.04353345465
4074,371695.9985011228
4075,810030.8195595697
4076,364267.91463719524
4077,-1437716.1064731046
4078,-336110.56274198624
4079,679131.4183389826
4080,-553984.8976921162
4081,291696.6836655872
4082,645015.1826673951
4083,-317776.39483887516
4084,-471895.75549397746
4085,-160780.823632185
4086,-679163.0998714245
4087,87324.43941869537
4088,782104.9479002176
4089,-411189.268744993
4090,-1364049.5356477352
4091,-266206.68323848647
4092,-575693.9466016103
4093,-319248.29878400103
4094,-297133.51343062095
4095,20954.683311537425
4096,269023.6843935335
4097,719407.1830848648
4098,221315.16204948357
4099,-790300.1466020175
4100,-1530442.1284074367
4101,-276164.7057942618
4102,543098.8125725953
4103,123024.16411674923
4104,180850.1701562834
4105,-146811.40812975456
4106,-138749.16504157236
4107,590783.5059226175
4108,327644.9688940821
4109,1487123.822015837
4110,464191.61813997827
4111,399143.2408297183
4112,-41761.81637334739
4113,-597266.167924127
4114,287182.8342688573
4115,925780.3191418777
4116,96197.7360865992
4117,-74806.60019929551
4118,-104838.23177340339
4119,-198119.56307590872
4120,-996759.7068031327
4121,104159.82056911352
4122,688328.1659478726
4123,124034.19001159907
4124,-459557.87995904795
4125,100701.2553186953
4126,579769.4193096211
4127,-210177.3044871714
4128,-208856.83245405494
4129,473587.0183140102
4130,-65417.424547908544
4131,525631.9149681011
4132,302360.3482854103
4133,-220548.05316940724
4134,-794961.0558243126
4135,77884.55905635894
4136,1152173.1901789864
4137,-491580.2973346012
4138,-715208.4900689387
4139,-474125.95443086105
4140,-692779.9116611463
4141,697306.2105890613
4142,499486.9715532045
4143,500637.0333576646
4144,464494.72762945184
4145,-202059.077481046
4146,-528530.4913162014
4147,14629.763986611548
4148,596790.0505068687
4149,444492.6991075034
4150,-476794.78163494903
4151,515180.3587335029
4152,124145.11754005447
4153,445045.01595201547
4154,145941.74407789743
4155,523273.44542890793
4156,573708.969987134
4157,116702.96213617256
4158,-48965.152903459406
4159,92116.71779668724
4160,241796.72387702897
4161,921819.477430035
4162,-111293.56047213764
4163,-600309.9243171411
4164,-391832.1258332498
4165,139578.28246011407
4166,154656.7797668646
4167,656231.2792286961
4168,-33333.2749286436
4169,-648940.3582408163
4170,-1628262.0096177033
4171,110103.27983177711
4172,823049.0892291701
4173,689380.0697729435
4174,621818.6968212839
4175,-601455.4966664523
4176,-853971.6510244334
4177,-1709046.7055267114
4178,174649.6068796035
4179,710627.192974545
4180,-175660.81510047265
4181,247425.83652263737
4182,533199.16069215
4183,-1040461.285388125
4184,-246913.73642596326
4185,-159084.5750399435
4186,-765866.6239708419
4187,-119121.92319024228
4188,-644457.6916520485
4189,795877.1753103465
4190,833027.0281898152
4191,-217733.72944603412
4192,154991.70258622916
4193,-538725.1249171662
4194,-783301.1293541375
4195,980598.8354583207
4196,532451.721993764
4197,571623.3367603751
4198,432622.9106430392
4199,-191332.6776576362
4200,-18530.857962175647
4201,226108.71512401235
4202,899277.9123630095
4203,761748.2260217511
4204,644717.0498636855
4205,504206.7020654123
4206,-427910.01624835207
4207,-449623.48517438595
4208,677642.9965959087
4209,-333246.5863078158
4210,-386134.2234247999
4211,-263602.5301463091
4212,719245.1148050583
4213,-66323.3336396753
4214,-469590.5131812255
4215,-235549.01230578375
4216,1293884.4434516279
4217,-44590.273343203924
4218,-11897.14740268397
4219,695836.7368494266
4220,-440579.06910846464
4221,599.1217534809444
4222,-117951.1594452684
4223,-51234.80998502378
4224,-455505.49538420653
4225,399136.66200606624
4226,577699.519524904
4227,-35285.60422872991
4228,-502146.2578732352
4229,-907799.2059210404
4230,-918901.3171850328
4231,917738.4608093923
4232,-633311.4721768008
4233,368570.9170642467
4234,826560.4429707223
4235,-3750.2482480331932
4236,-223015.72426708316
4237,-342010.77973500453
4238,-13810.350238089222
4239,486016.550733414
4240,-553544.4932431758
4241,448154.2840599401
4242,-279770.53836679296
4243,638440.920996584
4244,-87953.3799124539
4245,33579.11517920449
4246,426306.80749926734
4247,-850806.4227650493
4248,28207.56180383011
4249,-233504.1071982057
4250,-341090.95107496734
4251,-602111.8312237698
4252,221248.3464755177
4253,389193.5926840714
4254,-276969.2656830567
4255,268269.3240931236
4256,1482106.1333233
4257,2918.750311915166
4258,597803.0240331665
4259,-59792.10102434822
4260,-642249.4061419275
4261,425387.9727445321
